text,label
The power consumed at Desigual headquarters in Spain and in its Spanish and German stores is derived exclusively from renewable sources.,yes
"All de-characterized structures will be reintegrated into the environmental context, seeking to ensure environmental performance compatible with the territory in which they are located.",yes
And we would rely on natural deleveraging as we improved our cash flows.,no
"And as we're not spending -- outspending cash flow, maintain our debt position in such a way that we're not going to create any issues for ourselves.",no
Glencore recognises the importance of continued reductions of greenhouse gas emissions from our operations.,no
"In conjunction with this agreement, we are opening our first U.S. factory in Jacksonville, Florida, which is expected to commence production in the third quarter of 2018 and reach full production capacity in the first half of 2019.",no
We all -- but we do like the balance between the 2 rigs in the Panhandle and the third rig in East Texas.,no
"Compliance with RGGI can be achieved by reducing emissions, purchasing or trading allowances, or securing offset allowances from an approved offset project.",no
"With the cooperation of our suppliers, the progress of Forest-derived Raw Materials Procurement that has obtained third-party assurance of sustainable paper and pulp has exceeded our plan for procurement of sustainable materials.",yes
"I think it's probably, there are some environmental equipment upgrades we need to make.",no
We've met our commitments on paying down debt earlier this year.,no
"We each have a role to play if we’re going to achieve these goals of a more prosperous, equitable, and sustainable world.",no
Complaints warranting investigation by the Consumer Council for Water (CCW) reduced from 63 in 2010/11 to zero in 2012/13 and 2013/14 and two in 2014/15; •,no
"For example, activities related to electronic waste, residential solar energy, and energy efficiency were carried out.",yes
"The Board of Directors is responsible for defining the company’s tax strategy, as well as ensuring compliance through an appropriate control and supervision system.",no
"In line with our support of SDG 13 and recognising the need to take urgent climate action, OCBC became the first bank in Southeast Asia to stop new financing of coal-fired power plants.",yes
But there aren't a lot of silver bullets that you fire in a business like this.,no
"The first step will entail commitment in the new energy automobile industry, in-turn accelerating the transformation and upgrade of Hon Hai on the path of sustainable management.",no
"Coupled with an ambitious energy efficiency programme, this has led to a 49.6% reduction in our carbon emissions in absolute terms since 2015.",yes
"Sweden is in an exceptionally good position to succeed with this shift, not least owing to its ample access to fossil-free electricity.",no
"The proceedings for constructing East Anglia Hub, grouping three projects with a total installed capacity of 3,100 MW, in the upcoming years have been initiated.",no
"Waste As part of our ambitions to move toward a circular economy, we aim to reduce the amount of waste produced at DSM.",yes
"Under the concept of the world’s best energy-saving textile mill, the factory is fi tted with lighting fi xtures, air conditioners and other equipment that incorporate the latest advancements in environmental technologies.",yes
Our growth strategy includes raising awareness of climate impact to educate potential customers to embrace LED and move away from older forms of lighting which are damaging to the environment.,yes
Relationships are starting to be made and in the field with our reps and the Roche reps to early to tell or make a call on the program.,no
"But we have agreement with the city, and again, we're on track to complete the facility for the first phase of this by the end of 2019.",no
"With the library built below the water table, we also used a multi-barrier approach to manage the risk of water ingress into the building.",no
"As you know, we have excess cat capacity, which does allow us to swing distillate towards gasoline probably more than other people because we don't run the cat full when we're in max distillate mode.",no
I mean they were terrible last year for the first quarter and they certainly were significantly improved in the first quarter this year.,no
2020 sustainability footprint Environmental footprint See section 5.3 Preserve and renew the planet’s resources.,no
"In its interim report, published in July 2017, the Expert Group suggested the EIB should coordinate the creation of a clas- sification for climate finance, starting with climate change 472017 ACTIVITY REPORT mitigation.",no
"In addition to NEXBTL feedstock expansion, a major effort was put on research of alternative refinery feeds including renewable and fossil waste based feeds, e .g .",yes
"We also now have terminals where we implemented an I-IoT platform with sensors to optimize the use of our energy consumption, and provide benefits to our customers.",no
And the third part is that it reduces the carbon footprint of the industry in that country.,yes
"Our biomass units continued to produce high levels of renewable electricity from sustainable wood pellets for the UK market – Drax produced 15% of the UK’s renewable electricity – enough to power Sheffield, Leeds, Liverpool and Manchester combined.",yes
"— Scope 3 GHG emissions stood at 1,078.50 million tons of СО2 equivalent.",no
So we're doing all we can to keep them -- get them boating this season.,no
"And this 37% already of treated patients is terrific, and that bodes very, very well for TAF bictegravir.",no
"In terms of leverage, I mean, our goal with our capital deployment strategy is to continue to naturally de-leverage our balance sheet.",no
They're at a lower tax rate and have helped the overall blended.,no
"This is reflected in the following activities: • Commitment to the development of renewable energy, especially onshore wind, offshore wind and solar photovoltaic energy.",yes
"So we see heavy spending on getting short of conventional combustion engines to very high levels of efficiency, and everybody has an electrification strategy to go alongside that.",no
"We expect to continue growing with our InfiniBand product, and we're seeing some slowdown due to the transition from 40 Gigabit to the 25, 50 and 100 Gigabit per second.",no
What I would say is that the balance of '18 after we end up signing the contract will be that transition period.,no
"I would say over the next 5 to 10 years, we can invest in natural gas and it is very compelling.",no
"Environmental and Sustainability Area: the area proposes strategies and ensures the implementation of the Sustainability Plan and Platform in our businesses, delivering results in the short and long term.",yes
"Therefore, since its establishment, UMC has declared itself a public instrument in its long- term management policy, and is committed to giving back to society.",no
"BP supplies fuel for more than 6,000 flights a day and we work to help our aviation customers reduce their emissions in a number of ways.",yes
"As a company that continues to expand globally, FANCL became a signatory to the United Nations Global Compact in April 2013.",no
"They're also -- contrary to sort of conventional wisdom, and they're extremely environmentally sound, very low emissions per pound of product produced, very, very high recyclability when you compare to phosphorus, in particular.",yes
"To realise the full potential of this opportunity, we would need to install new anaerobic wastewater treatment plants (where feasible).",no
"Other than that, no change occurred to the above shareholdings between year-end and not more than one month prior to the date of the notice of the AGM.",no
"ith emissions from the use of GM vehicles as the primary contributor to W our carbon footprint, the most significant way we can make progress toward our zero-emissions vision is by transitioning to an electric vehicle portfolio.",yes
"In fiscal 2011, we established the CSR Procurement Standard (see figure below) to encourage all of our suppliers to engage in socially responsible actions.",no
The National Mission for Enhanced Energy Efficiency (NMEEE) thus aims to improve energy efficiency in the Indian market by creating a conducive regulatory and policy regime and fostering innovative and sustainable business models.,yes
And we're seeing significant strength as well in our vitamin category this quarter.,no
"This also includes maintaining a low level of value added tax on fuel for CNG vehicles until 2025, with the goal of reducing emissions from road traffic in the Czech Republic.",yes
"And so again, all I can say is we don't like it.",no
"By 2030, we commit to reducing the overall intensity of our carbon footprint by 50% aligned with Sciences-Based Targets (SBTs).",yes
Green light for the digital product world EnBW is offering the first component of its new world of energy solutions with EnBW solar+.,no
"To this end, LANXESS has declared to become climate neutral by 2040.",yes
"In others, we are still working to reduce little bit more but we are not far apart from that, between 17.7 and the 16 weeks that we target to be at.",no
"Apart from the portfolio companies’ own, direct carbon emissions, the strat- egies now also encompass direct emissions from the companies’ subcontractors.",no
"We completed our $270 million cost saving programme, with original targets set for 2015 achieved ahead of schedule in the course of 2014.",no
"This assessed our portfolio against a range of climate change scenarios, which modelled the investment impacts of a global average temperature rise of two, three and four degrees Celsius by 2100.",no
Volume per dealer is probably the easiest number to look at.,no
"＊1 Greenhouse gas emissions emitted directly by the company itself (natural gas and other fossil fuels, etc.)",no
"The major highlight of 2016 was the new E-Class, whose innovative assis- tance and safety systems have taken the model a step further in the direction of autonomous driving.",no
"Because it's flex, we don't expect that one to necessarily be at the 9% to 9.5%.",no
The Renewal Agenda Reinforcing our leadership position means building on our existing strengths while acting decisively where the new environment requires step change.,no
By November 2018 a total annual saving of over £1.3 million had been delivered.,no
"In April 2014 we began selling all our single-family house prod- ucts under our SMAEco smart house brand, in which home energy management systems (HEMS) and photovoltaic power generation systems are offered as standard items.",no
"The Alannah and Madeline Foundation has delivered more than 52,000 Buddy Bags to children across the country.",no
"We're going to make sure we invest in everything we need to, to get to a dominant #1, and we feel great about that and our franchisees do as well.",no
"Based on the reduction of 31% achieved in 2014, we met our 2017 target, thanks in part to a mild winter and to building closures.",no
"Made using green coffee extract for an extra hit of caffeine, this new functional offering launches the brand into the world of functional coffees.",no
"Marketing includes Retail, Lubricants, Business-to-Business (B2B), Pipelines and Low-Carbon Fuels (biofuels and renewable natural gas (RNG)).",no
Concrete actions and tangible accomplishments underline our progress in each one within the 2020 timeframe.,no
"Scandinavia enjoys good geological preconditions for metal production, and our renewable energy production is also valuable in the context of our energy-intensive operations.",no
"And the combined event is going to put us in a very good position to deploy those, deploy that all for now through our more than 600 sales resources around the U.S. So we think it's a great opportunity.",no
We completed a number of GB&M and CMB client transactions that help lower carbon dioxide emissions in areas including infrastructure and renewable energy.,yes
"The plants produce a tremendous amount of 0 carbon energy, and so if you lose those, you're going to see a big uptick in carbon emissions, and we've seen that in states where plants have actually retired.",no
The fuel-cell system is around 30 percent more compact than before;,no
"Dominion Energy owns and operates six reactors in Connecticut and Virginia, including two at Millstone Power Station (pictured above).",no
"In addition, the project includes the improvement of the existing road and new overpasses.",no
"The average daily entitlement liquids and gas production (see section 5.6 Terms and abbreviations) was 592 mboe per day in 2016, compared to 580 mboe per day in 2015, and 546 mboe per day in 2014.",no
We have considerable potential to exert influ- ence and also to stipulate high environmental demands.,no
"Foresight Group established its solar investment team in 2007 and today manages assets of c. £1.5 billion invested in 79 solar plants across the UK, Europe and Australia with a total generating capacity of c.1.1GW.",no
"A first milestone has already been reached: Since January 1, 2020, our customers in Germany have been surfing on the “green network,” meaning that Deutsche Telekom’s domestic power needs are met by electricity from 100 % renewable sources.",yes
"If you look at our fourth quarter G&A of $7.4 million and you compare that to, call it, $33.5 million, $34 million in 2014, that's closer to $8.5 million.",no
"The Alliance’s objective is to finance, to the extent of $1.5 billion over five years, the development of solutions for the reduction and treatment (reuse, recycling and recovery) of used plastics in the environment, particularly in the oceans.",yes
"Well, the capacity will be coming online this year, starting up next year, all those mills that are announced will be in a ramp-up curve situation.",no
"As an investor, we help the acceleration to greener economies by choosing to invest in businesses that are not inherently polluting and can have a positive environmental impact through their product offering.",yes
"We have grown our sustainable solutions to 141 index offerings and 71 dedicated active sustainable strategies, making sustainable investing more accessible than ever before.",yes
"The one you asked about, electric and hybrid engines and increasing electronic components and systems are all driving growth for our industry.",no
"Consequently, the Group has an “energy markets” risk policy for all energy commodities, applicable to EDF and entities over which it has operational control.",no
"In Hong Kong, for instance, work began on a new station water pipework at Castle Park Power Station to replace the old one and reduce water leakage.",no
"And as we've talked about, we're working hard to leverage our global footprint, as well as looking at changes in our supply chain in order to address that.",no
"In the fiscal year ended December 31, 2018, we generated enough electricity to power approximately 240,000 households.",no
"Change internal behavior; Drive energy efficiency; Drive low-carbon investment; Navigate GHG regulations; Stakeholder expectations; Other, please specify:  Assess future risks and reduce them early.",no
"Solvay is developing projects alongside other major actors and enabling a vital transition to better ways of producing, using, recycling, and reusing products in the industry and beyond.",yes
Scope 2 emissions Total GHG emissions from sources that are related to generation of purchased energy outside the company boundaries.,no
"Thanks to their canopy and rooting system, they reduce the impact of climate deregulations.",no
"This contribution was increased from 5% on January 1, 2015 and will represent a 50/50 cost-sharing ratio by January 1, 2017.",no
"Bob continues to lead the development of the group’s strategy, as BP adapts to the challenges of the advancing transition to a lower carbon economy.",yes
"Based on the Act on Promotion of Global Warming Countermeasures and other factors, the actual value of the CO2 emission factor will be officially announced by the country. ***",no
"It was high margin and had good flow through, but we also really benefited from the cost reduction progress that I called out that we implemented that.",no
"E.SUN fulfills its corporate social responsibility in the ar- eas of environmental protection & energy conservation, community participation, social contribution and service, and protection of human rights.",yes
"We also have to remember that in 2018 for a substantial period of the year due to the pull-out litigation, we got the diesel fuel pool portion of the thing, of the mandate, capped at 3.5%.",no
"This concept will guide us in promoting sustainable procurement activities as part of our efforts to ensure sustainability in our corporate activities while securing superior quality, steady supplies, and low costs.",yes
"In 2017, a total of 181 A320neo Family aircraft were delivered, up from 68 during 2016.",no
"FamilyMart has been using carbon neutral biomass plastic (bioplastics) containers made out of plants (corn and sugarcane), since 2007.",yes
"That, coupled with the fact that for some of these physicians, they're treating patients that have co-morbidities, such as when other Type 2 diseases occur with asthma.",no
"So Jerome, I don't know if you want to make any specific comments on that.",no
"So if you're not going to do coal gasification, what are you going to do?",no
Biomass heating and cogeneration are attractive energy solutions in which Eiffage Énergie teams have expertise spanning everything from design to maintenance.,no
This commitment is articulated through Repsol's carbon strategy and the target of reducing CO2 eq by 1.9 million tons for the period 2014-2020.,yes
Over three-quarters of the biofuels we buy are from North American or European feedstock producers.,no
"We have calculated 4,008 tonnes CO2e (3 per cent of our overall market-based carbon footprint) as working from home emissions, and are now including these emissions in our environmental reporting.",no
"The new retail park at Elliott’s Field, Rugby has achieved the significant milestone of being the first BREEAM Outstanding carbon neutral retail park in the world.",yes
"ˇ Leading by example for the Group’s direct greenhouse gas emissions Since 2007, VINCI has maintained a proactive approach to reducing and monitoring its greenhouse gas (GHG) emissions.",yes
"National goal: — Comfortable and safe environment National project: — Environment — 7 waste treatment and recycling facilities with a total annual capacity of 2,170 tons were put onstream.",yes
"Process facilities include an oxide mill, which consists of a crushing and grinding circuit and carbon-in leach circuit, and two heap leach pads.",no
"In terms of appearance, the new C-Class adopts a progressive approach with its clear yet emotive design and its high-class interior.",no
Achieving this requires amongst other things a robust and accessible electricity network infrastructure.,no
"So we kind of temper fluctuations in earnings and we like to use several years, not just the most recent year in looking at what we think a circuit is worth.",no
The electricity generated by solar energy is fed into the local power grid to reduce the carbon density of electricity production.,yes
We intensified the monitoring of emissions in our value chain and we reduced 42% in the carbon intensity in exploration and production over a 10 year period.,yes
"Climate matters to Nordea As a large fnancial institution, Nordea is expected by stakeholders to act on our exposure to companies and sectors being afected by physical risks and/or transition risks from existing and upcoming regulations.",yes
This is part of our continued efforts to minimise our environmental footprint.,yes
"A first project was defined in agreement with the Ministry of Health and includes the construction of a Primary Health Care Center which will provide health services to approximately 60,000 people in the Port Said area.",no
"In December 2020, as part of this work, AXA announced its commitment to reduce the carbon footprint of its General Accounts assets (Corporate debt & equity excl.",yes
"Its terraces, exceptional daylight and fresh fi ltered air all contribute to an environment designed to promote productivity.",no
"Even in jurisdictions actively providing financial support to develop and roll out low-emissions technologies, the steel industry will need further support.",no
"I mentioned, we sent out a press release a quarter or two ago that we picked up $11 million to support nuclear power plants that are going in China.",no
"This has a positive impact on the local economic fabric by creating jobs, for example.",no
"I can tell you, and I think we've reported earlier, within our discussion earlier on this call that our fuel mileage had improved 3% year-over-year.",no
"For 2020 the company aims to remain a benchmark in the Argentine electricity sector, in addition to consolidating, within the current framework of the country, the confidence of the market and thus be awarded new contracts.",no
"Downer’s sustainability strategy is designed to focus on the health and safety of its people, environmental sustainability and the advancement of the communities in which Downer operates.",yes
"With respect to their customers, the Group’s entities ensure that their products meet applicable specifications and abide by all applicable consumer protection laws.",no
"Corbion is not directly involved in the growing, harvesting, and processing of these crops.",no
"Accordingly, treating the approximately 8,200 tons of high-concentration COD wastewater produced each year was previously outsourced to external service providers in its entirety.",no
"Combat climate change – as part of its com- mitment to this goal, following the results of climate- impact risk analyses of its portfolios, the Fund no longer invests in 48 companies.",yes
"We continued to implement several environmental protection related projects at the Haining facility between 2013 and 2015, aiming to improve the waste treatment as well as to reduce carbon dioxide emission.",yes
Nuclear power plants are commonly able to use up to about one-third MOX fuel.,no
"Total of Scope 1, 2 & 3 Greenhouse Gas Emissions (Other overseas) Total of Scope 1, 2 and 3 Greenhouse Gas Emissions (Other overseas) are the sum of Scope 1, Scope 2 and Scope 3 emissions (Other overseas).",no
Galp Energia aims to sustain its portfolio of sales in the G&P business by leveraging LNG sales in the international market and taking advantage of the favourable long-term outlook of demand for this source of energy.,no
" ensuring we actively manage our business, and support customers for societal change and for changes in the environment.",yes
As part of the UN Net-Zero Asset Owner Alliance we have pledged to transition our pension portfolios to net-zero emissions (CO2e).,yes
"And what we’ve said in the past and we’ll continue to do is, we want to be more focus where there are distressed retailers or we can buy the real estate underneath where there is a cap rate arbitrage.",no
"We've increased systemically over these last five years in particular, by allowing ourselves to be able to crack butane in particular as well as the normal ethane, propane.",no
The price increase was due to the relatively inexpensive excess power generated from German renewables no longer being able to be supplied to Austria in the accustomed quantities.,no
"Overseas, total CO2 emissions have trended upwards due to the effects of increased production.",no
"We also have extensive district heating operations, which play a key role in improv- ing energy efficiency in society.",yes
"We've actually got good organic opportunities and we plan to continue to focus and stay vigilant from an expense perspective, managing the efficiency of this company.",no
"But now, to the major programs, they have to -- much use would be if people grow -- would increase factor of 10 and more.",no
"Now of course as we have continued migration of credit going the other direction, at some point, that will actually bring down that reserve.",no
"And as we said earlier, we remain committed to be at least 19.5% for the year and feel that we're very comfortably on track for the 22% in 2019.",no
"In particular, it has rolled out programs to motivate and retain its key talent (see section 2.2.3.3.",no
"Well, I think when you look at our cellulosic ethanol, we have our facility in Tennessee, and it's about 250,000, I believe, is the number there.",no
And we bring all our cars up to the same quality standard.,no
"AB-857 would, starting in 2018 to 2023, would make available $100 million a year for natural gas heavy-duty trucks.",no
A variety of other Kirin- provided materials are apparently likely to find applications in cosmetics and health food.,no
"In 2010 and again in 2014, Wavestone supported LAAFI’s project to build a primary school in the village.",no
"And the manufacturers that we've talked to are pretty keen on solving that problem and so we think it's a better opportunity for us to get into some additional handset suppliers, tablets, et cetera.",no
These operate on the principle that greenhouse gas emissions which cannot be avoided at the production sites are at least averted elsewhere in the world.,no
"These companies include certain US coal and Canadian oil sands companies, whose businesses have been negatively affected by the US shale revolution and environmental legislation.",no
As far as what kind of tangible book value dilution you have and commensurate to that's going to be what kind of EPS accretion you have.,no
Living well means living sustainably and the work we are doing to deliver our Net Zero by 2040 commitment is designed to minimise the impact of our operations on the environment.,yes
The others in China/Hong Kong were a deceleration from the growth we saw in the first quarter.,no
"And until they start to run transactions through our servers, they will not be participating.",no
"In South Africa, we are engaging with government to develop a 40MW solar power plant at our South Deep mine, while our Ghanaian mines are set to complete assessments for solar and battery power this year.",yes
For Our Sustainable Growth business strategies and focusing on environmental and emission-free businesses.,yes
"To conform to the government's climate change policy, the Company requires all subsidiaries to set targets for energy conservation and emission reduction.",yes
We just saw some good timing of some orders that we got in the third quarter.,no
We are seeking cost-effective ways to manage GHG emissions and see potential business opportunities in developing such solutions.,yes
"And as a consequence, where molybdenum production should be increasing by about 2,000 tons once we finish the Toquepala concentrator -- the new concentrator and by another 2,000 tons when we have the Buenavista concentrator molybdenum plant finished.",no
"As you know, traditionally, this thing kind of jumps around from quarter-to-quarter, and was especially higher last year at over $1,900 a day.",no
TCNV invests in fledgling companies offering technology or business models that enable companies to reduce their energy use or the carbon intensity of their activities.,yes
"Increased our committed capacity on the Keystone XL Pipeline project by 100,000 barrels per day; •",no
The goal to reduce relative GHG emissions by 20% by 2020 was achieved in 2013.,yes
It was considered however that Sainsbury’s Group’s risk exposure to political and regulatory risks and business continuity incidents may be greater due to the increased size and complexity of the business.,no
Efforts in the past year include building two ultra-pure hydrogen peroxide plants in North America and expanding our special polycarbonate manufacturing plant to meet growing demand associated with smartphone camera lenses.,no
"These Executives in addition to the NEDs listed on page 43 of the Annual Report, comprised the KMP of the Company for FY2016, as defined under the Accounting Standards.",no
"And we can run a campaign here and there and raise $300 million, $400 million, $500 million.",no
"More than 600,000 homes have already benefited from the Light for Everyone programme.",no
"When Macquarie acquired the Green Investment Bank in 2017, forming the Green Investment Group (GIG), we made a commitment to invest £3 billion in green energy projects by 31 December 2020.",yes
"Jingwen’s completed 120-unit luxury residential development in Qingpu district’s affluent residential corridor is built on a 163,837 square metres (sqm) land parcel with lush, well-landscaped greenery.",no
"The Kubota Group will continue to promote activities that not only help raise individual environmental awareness, but also enable the Group employees and their family members around the world to gather under the same theme and share their thoughts.",yes
We believe the Paris Agreement provides a solid long-term foundation for further progress in the global response to climate change.,no
"Hera operates both cogeneration plants for district heating, which produce thermal energy and electricity to sell to its customers, and cogeneration plants, mainly to satisfy internal consumption requirements.",no
The power business has a lot of work in the Construction segment.,no
"In addition to environmental protection activities to achieve carbon neutral status, we are also engaged in disaster prevention awareness activities, disaster recovery assistance and support for people with disabilities.",yes
"So there's a lot of moving pieces, but as you kind of neutralize those pieces and normalize them, again, it was, for us, a solid quarter and within beating our plan.",no
We will obviously continue to aggressively manage FTE levels to the extent that they're consistent with our service needs.,no
"YKK AP was certified as a Gold Contributor to Product Safety, which is an honor given to companies that have won the METI Minister's Award three or more times.",no
"So we carry 0.1% so we can operate in the Emission Control Areas that exist in Europe, that exist in the U.S. So that's something that we've already doing.",no
"Having started on-site in December 2016, the 21,400m2 project has created a modern, mixed retail and leisure park with new public realm and improved pedestrian links to the city centre.",no
We take leadership in the concerted efforts to achieve good health and well being for all.,no
"So for a long time, all we had was our Powder River natural gas -- methane gas facilities that we operated.",no
"And you can see that in our mix, which I think Laura reported on.",no
These new aircraft will contribute to achieving our ambitious goals in terms of reducing CO2 and noise emissions.,yes
Each production site makes continuous efforts to reduce environmental impact under an ISO 14000- compliant environmental management system in place.,yes
The delivery of these plans will support a sustained improvement towards our goal of zero harm.,no
"LONG-TERM PROFITABLE GROWTH Before we embark on a development project, we apply stringent viability criteria covering areas such as rates of return and high environmental and social impact standards.",yes
"This not only provides a clean energy solution to improve basic sanitation, but also makes effective use of plastic and other waste materials.",yes
"I think, as I mentioned -- as we mentioned, in May at our Analyst Day, again, in August, committed to be EBITDA neutral as we continue to invest in our portfolio.",no
"We run those programs through the Energy Trust of Oregon, and they produce about 30 average megawatts or so of reduction in the energy efficiency each year.",yes
You know we're making a significant amount of investment in technology.,no
We are delighted with the progress in meeting our target and that by 2015 some 25 per cent of the fund will be invested in the sustainable and green economy.,yes
The oil balance sheet would probably tighten next year as the biodiesel blend goes to 9% -- to be 9% is implemented.,no
"The facility is expected to generate clean power that is at least equal to the amount of energy our Bank uses each year—enough to eliminate 143,000 metric tons of greenhouse gases and power 25,000 homes.",yes
"FUKUSHIMA's strength in supporting commercialization, and the Fukushima Prefectural Government's strength in policy support, we hope to nurture technologies, products, and business models that can be said to be ""Made in Fukushima.""",no
"Aligned with a commitment to sustainable investing, Addenda applies environmental, social and corporate governance (ESG) considerations to its investment decisions and actively promotes sustainable financial markets (see page 48).",yes
The tasks of these managers are to follow public initiatives that may have an impact on the Group and to interact with the public authorities to defend or promote Air Liquide’s interests.,no
"But we're also reducing headcount in the OpEx areas but not to bring the overall OpEx down, it's to create room to invest in the growth areas.",no
And we have set the team a new internal target here to come up with a plan to actually continue to drive those costs down further.,no
• Discussed and agreed a Group-wide climate plan focused on operational impacts and engagement and oversaw delivery.,yes
"AC ENERGY CORPORATION 2020 INTEGRATED REPORT We aim to “close the loop"" in our project locations, and help communities live in a pollution-free environment.",yes
"We will continue to advance our revitalization initiatives and implement our growth strategies while accelerating our endeavors to redefine engineering value, to shape the future of energy and realize a sustainable global environment through our engineering capabilities.",yes
"While we have already made progress against our 5 strategic actions to regain our momentum, we are just beginning.",no
"In every segment and portfolio, we will continue the work of shifting our portfolio in a ‘greener’ and more responsible direction.",yes
"The last five years have witnessed more than 23,000 MW of Independent Power Producers (IPP) capacity addition (mostly thermal around 68% and renewable energy sources at around 13%).",no
"To realize growth focused on high added value, a goal adopted under our Long-Term Vision, we are accelerating efforts aimed at becoming a Glocal Value Creation Company by combining both our domestic and overseas strengths.",no
"Eni, moreover, is finalising and subsequently diffusing a code of conduct for suppliers, which confirms the importance of respect for the cardinal principles of sustainability in the supply chain.",no
"They include innovative water abstraction projects, drought and flood resilience schemes, and progressive water recycling and water resource management projects.",no
The increase is a result of optimisation of the Boa Vista Fresh Rock pit design enabling the tailings plant to continue operating once the Oxide Reserves are depleted.,no
"But in general, on average -- I think even right now you're starting to see this year, we're getting these 1050's but it's cooler, so you can run better.",no
"In order to achieve viable and thus sustainable busi- ness success on this basis, our goal is to ensure that our activi- ties are in harmony with the environment and society.",yes
Driving energy efficiency and reducing greenhouse gas (GHG) emissions has been central to the environmental sustainability goals during 2013-14 and this involved the implementation of a range of energy saving and carbon abatement initiatives.,yes
But all of that mix change would still be underneath our approach to a 5% overall energy concentration by the end of this year. [,no
"Rachel is a member of the Law Society of New South Wales, an associate of the Australian Property Institute and an associate of the Governance Institute of Australia.",no
"So I think we're really well positioned and are building the right -- the foundation for a -- having millions, ultimately tens of millions of shared autonomous electric vehicles. [",no
"When we come over here to North America, the plants that are impacted are basically gone forever.",no
"Furthermore, a report from the Energy Transitions Commission (November 2018) estimated that electricity’s contribution to global energy supply must rise from 20% to 60% by 2060.",no
Power sales was up 1% at 27.6TWh in 2019 compared to 2018.,no
"Our $3.0 billion share buyback program covering the period 2015-2018 has thus far repurchased $1.4 billion of shares, placing us on track to complete the program as we have outlined it.",no
"We have money on deposit by these people, and we're in a good position now that we control clearing to use technology to give offset against the carbon versus electric energy, coal and other related materials.",no
"And we don't have -- even in thinking about that balance sheet delevering, we don't have any kind of production uplift built in there for Gen 3 frac.",no
"The objective shared by all these teams is to create economic, social and environmental value so as to maximise our positive impact on all of our stakeholders.",yes
"Anglo American’s iron ore operations provide customers with niche, high iron content ore, a large percentage of which is direct-charge product for blast furnaces.",no
"When it is considered that a deferred tax asset will not be recovered before its expiration, CEMEX would not recognize such deferred tax asset.",no
"In many cases, these guided our reformulation efforts so they met local nutritional needs.",no
"The proposal to remediate the former Kurri Kurri aluminium smelter site was approved in December 2020 after a rigorous assessment by the New South Wales’ Department of Planning, Industry and Environment (DPIE).",no
"According to the plans, the captured CO2 is to be transported to a permanent storage site under the North Sea.",no
"Following the appointment of the Directors representing the employees, a specific training plan was implemented to orientate new Directors.",no
"I don't know if you've heard or not, but we're being told that EMD will not build a Tier 4 locomotive in 2016.",no
We define sustainability as positively impacting the environment while being neutral or negative on GHG emissions.,no
"This includes delivering products with simpler ingredients, as well as more premium, organic, natural and fortified foods and beverages.",no
So I think that there's certainly also some belief that we'll see what I call a normal end of year spike in testosterone prescriptions overall in the market.,no
"Following successful completion of the Greater Enfield Project in 2019, the newly refurbished facility delivered full-year production of 8.3 MMboe in 2020 (Woodside share), up from 4.0 MMboe in 2019.",no
"Again, it [ puts ] a couple points on our U.S. RAC business.",no
"In operation since 1997 and located at Cepel’s facilities, Casa Solar Eficiente (Solar Efficient Home) is a space to showcase and multiply solar technologies (thermal and photovoltaic) and energy saving techniques.",no
"DSM has undertaken an advocacy role to cooperate with energy suppliers, co-leaders in industry and regulatory bodies to enable the necessary shift towards more renewable energy.",yes
So one of the key things that we're doing during 2012 is we're building out all of our footprint with 4G LTE.,no
"Europe Having successfully restructured and returned to profitability in Europe in the fourth quarter of 2020, we are moving to the next phase, an all-electric future, to further turn around our automotive operations.",yes
The categorizations are as follows: • Scope 1 GHG emissions - Direct emissions - Emissions from operations that are owned or controlled by the reporting company.,no
"But the Paris Climate Agreement, the supplementary One Planet Summit in 2017 and ultimately the European Commission’s Sustain able Finance Strategy gave the idea a tremendous boost.",no
"The collaboration will enable Nestlé to deliver sustainable, tasty, and nutritious plant- based products that provide a vegan source of protein, healthy lipids, and various micronutrients.",yes
"Our direct investments mean that our long-term funds provide both economic and social benefits through investments in future cities, housing, and SME finance.",no
"So we like that capability that we've developed and partnering with real class companies and so that, I think, will be a growth feature going forward.",no
"Life Cycle Assessment (assessment of the environmental impact [CO2 emissions, etc.]",no
"In the last 90 days on the flow side, we've added 6 new clients, which is about $400 million a month in flow.",no
"Focusing on these goals has resulted in a 41.8% relative reduction in CO2 emissions since 2008, with 2019 progress showing a 3.2% improvement towards the 2008 baseline, and a 5.2% improvement relative to the 2018 level.",yes
"By 2026 Equinor expects to increase installed capacity from renewable projects to between 4 and 6 GW4, Equinor share, mainly based on the current project portfolio.",yes
"These approvals bring our expected production capacity on our producing properties and on projects with regulatory approval to over 500,000 net barrels per day; •",no
"This report outlines our strategies, the climate change scenarios we developed internally, the resiliency of our strategies to those scenarios, and how we will monitor and review the impacts of climate change on our strategies.",no
"Other, please specify: Target includes Scope 1 (stationary fuel combustion) emissions, Scope 2 emissions (market-based) and Scope 3 (co-location data centers) emissions.",no
"On the Shooting Sports side, we had significant cost savings initiatives that we enacted over the last really couple of quarters because they started in our fourth quarter of our fiscal '17.",no
"Measuring key environmental metrics helps us advance our understanding, management and reporting of climate-related financial risks and opportunities in our portfolios, in alignment with the Task Force on Climate-related Financial Disclosures (TCFD) recommendations.",no
"Once we implement that, we'll drive our fleet efficiency up to 14%.",no
If no measures are taken (RCP8.5 scenario) they are expected to be from 3.4 to 5.4°C higher.,no
